colors,hymnal_id,image,top_color,rgb
"[{'color': {'red': 50, 'green': 50, 'blue': 59, 'alpha': None}, 'score': 0.11136283725500107, 'pixelFraction': 0.11621955037117004}, {'color': {'red': 19, 'green': 56, 'blue': 101, 'alpha': None}, 'score': 0.10530668497085571, 'pixelFraction': 0.038392264395952225}, {'color': {'red': 197, 'green': 197, 'blue': 198, 'alpha': None}, 'score': 0.09878414124250412, 'pixelFraction': 0.17224381864070892}, {'color': {'red': 20, 'green': 28, 'blue': 52, 'alpha': None}, 'score': 0.09115089476108551, 'pixelFraction': 0.05081050470471382}, {'color': {'red': 151, 'green': 155, 'blue': 157, 'alpha': None}, 'score': 0.09470686316490173, 'pixelFraction': 0.14807090163230896}, {'color': {'red': 37, 'green': 48, 'blue': 72, 'alpha': None}, 'score': 0.08758800476789474, 'pixelFraction': 0.05223244056105614}, {'color': {'red': 28, 'green': 81, 'blue': 130, 'alpha': None}, 'score': 0.0863485336303711, 'pixelFraction': 0.03061901591718197}, {'color': {'red': 119, 'green': 122, 'blue': 124, 'alpha': None}, 'score': 0.07958130538463593, 'pixelFraction': 0.12076973915100098}, {'color': {'red': 82, 'green': 82, 'blue': 88, 'alpha': None}, 'score': 0.06329355388879776, 'pixelFraction': 0.07849085330963135}, {'color': {'red': 231, 'green': 233, 'blue': 234, 'alpha': None}, 'score': 0.056016985327005386, 'pixelFraction': 0.09280500560998917}]",48547,video_thumbnail,"{'red': 50, 'green': 50, 'blue': 59, 'alpha': None}",[50 50 59]
"[{'color': {'red': 129, 'green': 80, 'blue': 39, 'alpha': None}, 'score': 0.6101711988449097, 'pixelFraction': 0.28016653656959534}, {'color': {'red': 177, 'green': 100, 'blue': 100, 'alpha': None}, 'score': 0.003608938306570053, 'pixelFraction': 0.001911001862026751}, {'color': {'red': 146, 'green': 95, 'blue': 46, 'alpha': None}, 'score': 0.326058030128479, 'pixelFraction': 0.05726180598139763}, {'color': {'red': 250, 'green': 240, 'blue': 232, 'alpha': None}, 'score': 0.003057624213397503, 'pixelFraction': 0.05630630627274513}, {'color': {'red': 38, 'green': 48, 'blue': 104, 'alpha': None}, 'score': 0.0015984622295945883, 'pixelFraction': 0.0021157520823180676}, {'color': {'red': 233, 'green': 185, 'blue': 207, 'alpha': None}, 'score': 0.0009475856786593795, 'pixelFraction': 0.0022522523067891598}, {'color': {'red': 136, 'green': 159, 'blue': 214, 'alpha': None}, 'score': 0.0007651495980098844, 'pixelFraction': 0.001160251209512353}, {'color': {'red': 197, 'green': 128, 'blue': 134, 'alpha': None}, 'score': 0.0005240463651716709, 'pixelFraction': 0.0002730002743192017}, {'color': {'red': 45, 'green': 51, 'blue': 81, 'alpha': None}, 'score': 0.00033603174961172044, 'pixelFraction': 0.0008872508769854903}, {'color': {'red': 114, 'green': 68, 'blue': 44, 'alpha': None}, 'score': 0.013184303417801857, 'pixelFraction': 0.026412775740027428}]",46738,mobile_background_image,"{'red': 129, 'green': 80, 'blue': 39, 'alpha': None}",[129  80  39]
"[{'color': {'red': 124, 'green': 76, 'blue': 37, 'alpha': None}, 'score': 0.592775285243988, 'pixelFraction': 0.18554216623306274}, {'color': {'red': 88, 'green': 45, 'blue': 24, 'alpha': None}, 'score': 0.04888048768043518, 'pixelFraction': 0.2344578355550766}, {'color': {'red': 34, 'green': 49, 'blue': 106, 'alpha': None}, 'score': 0.007958528585731983, 'pixelFraction': 0.00803212821483612}, {'color': {'red': 171, 'green': 91, 'blue': 85, 'alpha': None}, 'score': 0.007447483949363232, 'pixelFraction': 0.0029718875885009766}, {'color': {'red': 255, 'green': 221, 'blue': 236, 'alpha': None}, 'score': 0.00416538817808032, 'pixelFraction': 0.006345381494611502}, {'color': {'red': 147, 'green': 95, 'blue': 47, 'alpha': None}, 'score': 0.24256908893585205, 'pixelFraction': 0.033734939992427826}, {'color': {'red': 169, 'green': 189, 'blue': 245, 'alpha': None}, 'score': 0.002201440976932645, 'pixelFraction': 0.002650602487847209}, {'color': {'red': 64, 'green': 51, 'blue': 46, 'alpha': None}, 'score': 0.0004246437456458807, 'pixelFraction': 0.006345381494611502}, {'color': {'red': 95, 'green': 50, 'blue': 20, 'alpha': None}, 'score': 0.020522665232419968, 'pixelFraction': 0.03510040044784546}, {'color': {'red': 111, 'green': 67, 'blue': 43, 'alpha': None}, 'score': 0.02022157423198223, 'pixelFraction': 0.01606425642967224}]",46738,desktop_background_image,"{'red': 124, 'green': 76, 'blue': 37, 'alpha': None}",[124  76  37]
"[{'color': {'red': 169, 'green': 152, 'blue': 131, 'alpha': None}, 'score': 0.15800952911376953, 'pixelFraction': 0.07999999821186066}, {'color': {'red': 70, 'green': 80, 'blue': 111, 'alpha': None}, 'score': 0.027453962713479996, 'pixelFraction': 0.01172932330518961}, {'color': {'red': 76, 'green': 103, 'blue': 195, 'alpha': None}, 'score': 0.022319495677947998, 'pixelFraction': 0.0023057644721120596}, {'color': {'red': 54, 'green': 48, 'blue': 77, 'alpha': None}, 'score': 0.013843167573213577, 'pixelFraction': 0.002406015060842037}, {'color': {'red': 86, 'green': 91, 'blue': 148, 'alpha': None}, 'score': 0.01079566404223442, 'pixelFraction': 0.0013032581191509962}, {'color': {'red': 29, 'green': 23, 'blue': 16, 'alpha': None}, 'score': 0.0048774308525025845, 'pixelFraction': 0.12370927631855011}, {'color': {'red': 212, 'green': 191, 'blue': 169, 'alpha': None}, 'score': 0.1461671143770218, 'pixelFraction': 0.07087719440460205}, {'color': {'red': 136, 'green': 122, 'blue': 100, 'alpha': None}, 'score': 0.09137289971113205, 'pixelFraction': 0.03368420898914337}, {'color': {'red': 200, 'green': 189, 'blue': 193, 'alpha': None}, 'score': 0.07641539722681046, 'pixelFraction': 0.04340852051973343}, {'color': {'red': 224, 'green': 184, 'blue': 166, 'alpha': None}, 'score': 0.064422607421875, 'pixelFraction': 0.01573934778571129}]",46738,video_thumbnail,"{'red': 169, 'green': 152, 'blue': 131, 'alpha': None}",[169 152 131]
"[{'color': {'red': 233, 'green': 197, 'blue': 146, 'alpha': None}, 'score': 0.23194672167301178, 'pixelFraction': 0.01876876875758171}, {'color': {'red': 250, 'green': 230, 'blue': 194, 'alpha': None}, 'score': 0.19762073457241058, 'pixelFraction': 0.027982527390122414}, {'color': {'red': 165, 'green': 27, 'blue': 39, 'alpha': None}, 'score': 0.0846102312207222, 'pixelFraction': 0.023205023258924484}, {'color': {'red': 2, 'green': 1, 'blue': 1, 'alpha': None}, 'score': 0.07664155215024948, 'pixelFraction': 0.8238465785980225}, {'color': {'red': 170, 'green': 150, 'blue': 120, 'alpha': None}, 'score': 0.02348308637738228, 'pixelFraction': 0.007371007464826107}, {'color': {'red': 99, 'green': 16, 'blue': 24, 'alpha': None}, 'score': 0.023170551285147667, 'pixelFraction': 0.010647010989487171}, {'color': {'red': 169, 'green': 75, 'blue': 68, 'alpha': None}, 'score': 0.00473628006875515, 'pixelFraction': 0.0012285012053325772}, {'color': {'red': 246, 'green': 215, 'blue': 162, 'alpha': None}, 'score': 0.15010014176368713, 'pixelFraction': 0.011056510731577873}, {'color': {'red': 92, 'green': 72, 'blue': 73, 'alpha': None}, 'score': 0.0014512988273054361, 'pixelFraction': 0.0002730002743192017}, {'color': {'red': 252, 'green': 226, 'blue': 130, 'alpha': None}, 'score': 0.06214775890111923, 'pixelFraction': 0.0032760032918304205}]",48721,mobile_background_image,"{'red': 233, 'green': 197, 'blue': 146, 'alpha': None}",[233 197 146]
"[{'color': {'red': 183, 'green': 97, 'blue': 58, 'alpha': None}, 'score': 0.0705031007528305, 'pixelFraction': 0.0038554216735064983}, {'color': {'red': 3, 'green': 2, 'blue': 1, 'alpha': None}, 'score': 0.07037903368473053, 'pixelFraction': 0.6783132553100586}, {'color': {'red': 73, 'green': 131, 'blue': 60, 'alpha': None}, 'score': 0.05244417488574982, 'pixelFraction': 0.00473895575851202}, {'color': {'red': 84, 'green': 43, 'blue': 28, 'alpha': None}, 'score': 0.0211398396641016, 'pixelFraction': 0.023614458739757538}, {'color': {'red': 65, 'green': 93, 'blue': 49, 'alpha': None}, 'score': 0.018234826624393463, 'pixelFraction': 0.009558232501149178}, {'color': {'red': 241, 'green': 238, 'blue': 235, 'alpha': None}, 'score': 0.007640708703547716, 'pixelFraction': 0.005301204975694418}, {'color': {'red': 222, 'green': 176, 'blue': 187, 'alpha': None}, 'score': 0.0027750900480896235, 'pixelFraction': 0.0009638554183766246}, {'color': {'red': 211, 'green': 137, 'blue': 179, 'alpha': None}, 'score': 0.0012177597964182496, 'pixelFraction': 0.00024096385459415615}, {'color': {'red': 189, 'green': 95, 'blue': 44, 'alpha': None}, 'score': 0.058852020651102066, 'pixelFraction': 0.0017670682864263654}, {'color': {'red': 164, 'green': 104, 'blue': 57, 'alpha': None}, 'score': 0.0538843609392643, 'pixelFraction': 0.01092369481921196}]",48721,desktop_background_image,"{'red': 183, 'green': 97, 'blue': 58, 'alpha': None}",[183  97  58]
"[{'color': {'red': 222, 'green': 191, 'blue': 95, 'alpha': None}, 'score': 0.05303671211004257, 'pixelFraction': 0.009289979934692383}, {'color': {'red': 110, 'green': 28, 'blue': 10, 'alpha': None}, 'score': 0.046768106520175934, 'pixelFraction': 0.005403355695307255}, {'color': {'red': 185, 'green': 87, 'blue': 17, 'alpha': None}, 'score': 0.03787923976778984, 'pixelFraction': 0.006351313088089228}, {'color': {'red': 142, 'green': 31, 'blue': 20, 'alpha': None}, 'score': 0.03734095022082329, 'pixelFraction': 0.0035074413754045963}, {'color': {'red': 231, 'green': 129, 'blue': 24, 'alpha': None}, 'score': 0.03529775142669678, 'pixelFraction': 0.005308560095727444}, {'color': {'red': 199, 'green': 201, 'blue': 66, 'alpha': None}, 'score': 0.03387098014354706, 'pixelFraction': 0.004171011503785849}, {'color': {'red': 213, 'green': 64, 'blue': 124, 'alpha': None}, 'score': 0.0015591998817399144, 'pixelFraction': 0.00018959143199026585}, {'color': {'red': 138, 'green': 51, 'blue': 26, 'alpha': None}, 'score': 0.03398596867918968, 'pixelFraction': 0.004455398768186569}, {'color': {'red': 201, 'green': 201, 'blue': 91, 'alpha': None}, 'score': 0.030545400455594063, 'pixelFraction': 0.004929377231746912}, {'color': {'red': 140, 'green': 57, 'blue': 57, 'alpha': None}, 'score': 0.026793841272592545, 'pixelFraction': 0.003791828639805317}]",48721,video_thumbnail,"{'red': 222, 'green': 191, 'blue': 95, 'alpha': None}",[222 191  95]
"[{'color': {'red': 182, 'green': 31, 'blue': 110, 'alpha': None}, 'score': 0.2469901144504547, 'pixelFraction': 0.024819277226924896}, {'color': {'red': 252, 'green': 187, 'blue': 219, 'alpha': None}, 'score': 0.00910830870270729, 'pixelFraction': 0.003935743123292923}, {'color': {'red': 247, 'green': 219, 'blue': 237, 'alpha': None}, 'score': 0.005640831310302019, 'pixelFraction': 0.010200803168118}, {'color': {'red': 153, 'green': 33, 'blue': 94, 'alpha': None}, 'score': 0.2356029599905014, 'pixelFraction': 0.038072288036346436}, {'color': {'red': 157, 'green': 158, 'blue': 158, 'alpha': None}, 'score': 0.0014762183418497443, 'pixelFraction': 0.027228916063904762}, {'color': {'red': 181, 'green': 33, 'blue': 116, 'alpha': None}, 'score': 0.12919291853904724, 'pixelFraction': 0.013012047857046127}, {'color': {'red': 119, 'green': 15, 'blue': 71, 'alpha': None}, 'score': 0.12413446605205536, 'pixelFraction': 0.02208835259079933}, {'color': {'red': 159, 'green': 38, 'blue': 105, 'alpha': None}, 'score': 0.08980803191661835, 'pixelFraction': 0.013413654640316963}, {'color': {'red': 96, 'green': 17, 'blue': 59, 'alpha': None}, 'score': 0.06345073133707047, 'pixelFraction': 0.014779116027057171}, {'color': {'red': 192, 'green': 32, 'blue': 116, 'alpha': None}, 'score': 0.03553891181945801, 'pixelFraction': 0.0036947790067642927}]",48944,large_main_image,"{'red': 182, 'green': 31, 'blue': 110, 'alpha': None}",[182  31 110]
"[{'color': {'red': 150, 'green': 29, 'blue': 92, 'alpha': None}, 'score': 0.2444852739572525, 'pixelFraction': 0.0662025660276413}, {'color': {'red': 94, 'green': 20, 'blue': 59, 'alpha': None}, 'score': 0.1543709635734558, 'pixelFraction': 0.03480753302574158}, {'color': {'red': 158, 'green': 157, 'blue': 158, 'alpha': None}, 'score': 0.005781807936728001, 'pixelFraction': 0.05064155161380768}, {'color': {'red': 182, 'green': 32, 'blue': 111, 'alpha': None}, 'score': 0.22282539308071136, 'pixelFraction': 0.07214032113552094}, {'color': {'red': 255, 'green': 226, 'blue': 247, 'alpha': None}, 'score': 0.0015269260620698333, 'pixelFraction': 0.013445263728499413}, {'color': {'red': 120, 'green': 16, 'blue': 71, 'alpha': None}, 'score': 0.1373446136713028, 'pixelFraction': 0.03542178496718407}, {'color': {'red': 156, 'green': 39, 'blue': 104, 'alpha': None}, 'score': 0.0561399944126606, 'pixelFraction': 0.016721267253160477}, {'color': {'red': 180, 'green': 32, 'blue': 114, 'alpha': None}, 'score': 0.05203348398208618, 'pixelFraction': 0.015834016725420952}, {'color': {'red': 64, 'green': 6, 'blue': 38, 'alpha': None}, 'score': 0.032390110194683075, 'pixelFraction': 0.007780507672578096}, {'color': {'red': 97, 'green': 29, 'blue': 71, 'alpha': None}, 'score': 0.0186616163700819, 'pixelFraction': 0.004982254933565855}]",48944,small_main_image,"{'red': 150, 'green': 29, 'blue': 92, 'alpha': None}",[150  29  92]
"[{'color': {'red': 70, 'green': 120, 'blue': 177, 'alpha': None}, 'score': 0.3138304352760315, 'pixelFraction': 0.04286104440689087}, {'color': {'red': 29, 'green': 88, 'blue': 169, 'alpha': None}, 'score': 0.08082505315542221, 'pixelFraction': 0.23689599335193634}, {'color': {'red': 180, 'green': 198, 'blue': 224, 'alpha': None}, 'score': 0.02416057512164116, 'pixelFraction': 0.009896259754896164}, {'color': {'red': 234, 'green': 240, 'blue': 237, 'alpha': None}, 'score': 0.011294202879071236, 'pixelFraction': 0.48689597845077515}, {'color': {'red': 47, 'green': 87, 'blue': 142, 'alpha': None}, 'score': 0.2301022708415985, 'pixelFraction': 0.05057330057024956}, {'color': {'red': 39, 'green': 129, 'blue': 76, 'alpha': None}, 'score': 0.002270305994898081, 'pixelFraction': 0.009282009676098824}, {'color': {'red': 172, 'green': 239, 'blue': 201, 'alpha': None}, 'score': 0.0007788111688569188, 'pixelFraction': 0.0021157520823180676}, {'color': {'red': 49, 'green': 80, 'blue': 145, 'alpha': None}, 'score': 0.05307816341519356, 'pixelFraction': 0.006688506808131933}, {'color': {'red': 27, 'green': 98, 'blue': 171, 'alpha': None}, 'score': 0.04494205489754677, 'pixelFraction': 0.01754026673734188}, {'color': {'red': 106, 'green': 155, 'blue': 207, 'alpha': None}, 'score': 0.03708166629076004, 'pixelFraction': 0.00771225756034255}]",46099,mobile_background_image,"{'red': 70, 'green': 120, 'blue': 177, 'alpha': None}",[ 70 120 177]
"[{'color': {'red': 2, 'green': 91, 'blue': 183, 'alpha': None}, 'score': 0.6965100765228271, 'pixelFraction': 0.39148592948913574}, {'color': {'red': 46, 'green': 88, 'blue': 145, 'alpha': None}, 'score': 0.07279334217309952, 'pixelFraction': 0.029718875885009766}, {'color': {'red': 248, 'green': 252, 'blue': 252, 'alpha': None}, 'score': 0.034332275390625, 'pixelFraction': 0.38289156556129456}, {'color': {'red': 61, 'green': 138, 'blue': 92, 'alpha': None}, 'score': 0.0006330337491817772, 'pixelFraction': 0.01076305191963911}, {'color': {'red': 77, 'green': 119, 'blue': 174, 'alpha': None}, 'score': 0.05000338703393936, 'pixelFraction': 0.023694779723882675}, {'color': {'red': 18, 'green': 90, 'blue': 164, 'alpha': None}, 'score': 0.04905063286423683, 'pixelFraction': 0.022168675437569618}, {'color': {'red': 109, 'green': 154, 'blue': 204, 'alpha': None}, 'score': 0.02201331965625286, 'pixelFraction': 0.014457831159234047}, {'color': {'red': 41, 'green': 113, 'blue': 191, 'alpha': None}, 'score': 0.013581156730651855, 'pixelFraction': 0.018875502049922943}, {'color': {'red': 92, 'green': 122, 'blue': 155, 'alpha': None}, 'score': 0.012812076136469841, 'pixelFraction': 0.005381525959819555}, {'color': {'red': 23, 'green': 137, 'blue': 69, 'alpha': None}, 'score': 9.65907092904672e-05, 'pixelFraction': 0.004096385557204485}]",46099,desktop_background_image,"{'red': 2, 'green': 91, 'blue': 183, 'alpha': None}",[  2  91 183]
"[{'color': {'red': 18, 'green': 19, 'blue': 26, 'alpha': None}, 'score': 0.310555100440979, 'pixelFraction': 0.26779788732528687}, {'color': {'red': 49, 'green': 120, 'blue': 131, 'alpha': None}, 'score': 0.007404288277029991, 'pixelFraction': 0.0033178499434143305}, {'color': {'red': 49, 'green': 52, 'blue': 57, 'alpha': None}, 'score': 0.20826204121112823, 'pixelFraction': 0.20049293339252472}, {'color': {'red': 78, 'green': 83, 'blue': 86, 'alpha': None}, 'score': 0.14993645250797272, 'pixelFraction': 0.19726988673210144}, {'color': {'red': 114, 'green': 118, 'blue': 118, 'alpha': None}, 'score': 0.08601591736078262, 'pixelFraction': 0.10958384722471237}, {'color': {'red': 153, 'green': 156, 'blue': 153, 'alpha': None}, 'score': 0.07607053965330124, 'pixelFraction': 0.08967674523591995}, {'color': {'red': 57, 'green': 0, 'blue': 0, 'alpha': None}, 'score': 0.0006863668095320463, 'pixelFraction': 0.00018959143199026585}, {'color': {'red': 20, 'green': 24, 'blue': 37, 'alpha': None}, 'score': 0.028838427737355232, 'pixelFraction': 0.015830883756279945}, {'color': {'red': 71, 'green': 46, 'blue': 51, 'alpha': None}, 'score': 0.024032793939113617, 'pixelFraction': 0.014788131229579449}, {'color': {'red': 179, 'green': 182, 'blue': 178, 'alpha': None}, 'score': 0.015505560673773289, 'pixelFraction': 0.020286282524466515}]",46099,video_thumbnail,"{'red': 18, 'green': 19, 'blue': 26, 'alpha': None}",[18 19 26]
"[{'color': {'red': 18, 'green': 29, 'blue': 49, 'alpha': None}, 'score': 0.4674204885959625, 'pixelFraction': 0.44329318404197693}, {'color': {'red': 10, 'green': 100, 'blue': 250, 'alpha': None}, 'score': 0.026700317859649658, 'pixelFraction': 0.0070682731457054615}, {'color': {'red': 24, 'green': 74, 'blue': 196, 'alpha': None}, 'score': 0.022878261283040047, 'pixelFraction': 0.004417670890688896}, {'color': {'red': 20, 'green': 78, 'blue': 168, 'alpha': None}, 'score': 0.017669757828116417, 'pixelFraction': 0.006104417610913515}, {'color': {'red': 15, 'green': 103, 'blue': 224, 'alpha': None}, 'score': 0.012099482119083405, 'pixelFraction': 0.0021686747204512358}, {'color': {'red': 138, 'green': 156, 'blue': 186, 'alpha': None}, 'score': 0.0034355565439909697, 'pixelFraction': 0.008674698881804943}, {'color': {'red': 28, 'green': 43, 'blue': 71, 'alpha': None}, 'score': 0.31140807271003723, 'pixelFraction': 0.34875503182411194}, {'color': {'red': 27, 'green': 51, 'blue': 92, 'alpha': None}, 'score': 0.022082222625613213, 'pixelFraction': 0.04305220767855644}, {'color': {'red': 28, 'green': 43, 'blue': 95, 'alpha': None}, 'score': 0.020669808611273766, 'pixelFraction': 0.012851405888795853}, {'color': {'red': 13, 'green': 20, 'blue': 28, 'alpha': None}, 'score': 0.02065141871571541, 'pixelFraction': 0.03582329303026199}]",46456,large_main_image,"{'red': 18, 'green': 29, 'blue': 49, 'alpha': None}",[18 29 49]
"[{'color': {'red': 28, 'green': 44, 'blue': 73, 'alpha': None}, 'score': 0.18822389841079712, 'pixelFraction': 0.3359268307685852}, {'color': {'red': 35, 'green': 84, 'blue': 174, 'alpha': None}, 'score': 0.08461849391460419, 'pixelFraction': 0.009828009642660618}, {'color': {'red': 18, 'green': 47, 'blue': 106, 'alpha': None}, 'score': 0.06764369457960129, 'pixelFraction': 0.03071253001689911}, {'color': {'red': 139, 'green': 159, 'blue': 191, 'alpha': None}, 'score': 0.03893685340881348, 'pixelFraction': 0.01624351553618908}, {'color': {'red': 25, 'green': 80, 'blue': 202, 'alpha': None}, 'score': 0.029337072744965553, 'pixelFraction': 0.0037537538446485996}, {'color': {'red': 26, 'green': 100, 'blue': 216, 'alpha': None}, 'score': 0.028597280383110046, 'pixelFraction': 0.0020475019700825214}, {'color': {'red': 234, 'green': 240, 'blue': 247, 'alpha': None}, 'score': 0.011496433988213539, 'pixelFraction': 0.009009009227156639}, {'color': {'red': 16, 'green': 29, 'blue': 54, 'alpha': None}, 'score': 0.16504180431365967, 'pixelFraction': 0.3033033013343811}, {'color': {'red': 8, 'green': 49, 'blue': 128, 'alpha': None}, 'score': 0.05683210864663124, 'pixelFraction': 0.00696150679141283}, {'color': {'red': 169, 'green': 191, 'blue': 224, 'alpha': None}, 'score': 0.03373046964406967, 'pixelFraction': 0.013377013616263866}]",46456,small_main_image,"{'red': 28, 'green': 44, 'blue': 73, 'alpha': None}",[28 44 73]
"[{'color': {'red': 250, 'green': 252, 'blue': 252, 'alpha': None}, 'score': 0.6944213509559631, 'pixelFraction': 0.87815260887146}, {'color': {'red': 183, 'green': 200, 'blue': 225, 'alpha': None}, 'score': 0.05143338441848755, 'pixelFraction': 0.018554216250777245}, {'color': {'red': 78, 'green': 124, 'blue': 183, 'alpha': None}, 'score': 0.03384747728705406, 'pixelFraction': 0.0058634537272155285}, {'color': {'red': 46, 'green': 19, 'blue': 6, 'alpha': None}, 'score': 0.0030336680356413126, 'pixelFraction': 0.0009638554183766246}, {'color': {'red': 147, 'green': 113, 'blue': 100, 'alpha': None}, 'score': 0.002722281962633133, 'pixelFraction': 0.004899598192423582}, {'color': {'red': 54, 'green': 52, 'blue': 51, 'alpha': None}, 'score': 0.001490317634306848, 'pixelFraction': 0.00200803205370903}, {'color': {'red': 100, 'green': 29, 'blue': 8, 'alpha': None}, 'score': 0.0004381673061288893, 'pixelFraction': 0.00024096385459415615}, {'color': {'red': 210, 'green': 229, 'blue': 250, 'alpha': None}, 'score': 0.036617618054151535, 'pixelFraction': 0.014457831159234047}, {'color': {'red': 115, 'green': 158, 'blue': 218, 'alpha': None}, 'score': 0.026366764679551125, 'pixelFraction': 0.00473895575851202}, {'color': {'red': 144, 'green': 193, 'blue': 250, 'alpha': None}, 'score': 0.0219724103808403, 'pixelFraction': 0.00417670700699091}]",46770,large_main_image,"{'red': 250, 'green': 252, 'blue': 252, 'alpha': None}",[250 252 252]
"[{'color': {'red': 240, 'green': 237, 'blue': 237, 'alpha': None}, 'score': 0.17014765739440918, 'pixelFraction': 0.8977614045143127}, {'color': {'red': 200, 'green': 147, 'blue': 132, 'alpha': None}, 'score': 0.09597618132829666, 'pixelFraction': 0.005118755158036947}, {'color': {'red': 108, 'green': 153, 'blue': 212, 'alpha': None}, 'score': 0.03176691755652428, 'pixelFraction': 0.004914004821330309}, {'color': {'red': 26, 'green': 26, 'blue': 27, 'alpha': None}, 'score': 0.0036757178604602814, 'pixelFraction': 0.0015697515336796641}, {'color': {'red': 92, 'green': 9, 'blue': 0, 'alpha': None}, 'score': 0.0027825222350656986, 'pixelFraction': 6.825006857980043e-05}, {'color': {'red': 231, 'green': 179, 'blue': 160, 'alpha': None}, 'score': 0.09414965659379959, 'pixelFraction': 0.004777504596859217}, {'color': {'red': 157, 'green': 111, 'blue': 98, 'alpha': None}, 'score': 0.09025485068559647, 'pixelFraction': 0.003958504181355238}, {'color': {'red': 199, 'green': 195, 'blue': 197, 'alpha': None}, 'score': 0.07501330226659775, 'pixelFraction': 0.013172263279557228}, {'color': {'red': 182, 'green': 201, 'blue': 228, 'alpha': None}, 'score': 0.03276333585381508, 'pixelFraction': 0.014400764368474483}, {'color': {'red': 64, 'green': 118, 'blue': 179, 'alpha': None}, 'score': 0.03173321858048439, 'pixelFraction': 0.0032760032918304205}]",46770,small_main_image,"{'red': 240, 'green': 237, 'blue': 237, 'alpha': None}",[240 237 237]
"[{'color': {'red': 114, 'green': 73, 'blue': 55, 'alpha': None}, 'score': 0.10829022526741028, 'pixelFraction': 0.00417670700699091}, {'color': {'red': 64, 'green': 47, 'blue': 27, 'alpha': None}, 'score': 0.09165404736995697, 'pixelFraction': 0.01614457741379738}, {'color': {'red': 175, 'green': 150, 'blue': 121, 'alpha': None}, 'score': 0.08950924873352051, 'pixelFraction': 0.005140562076121569}, {'color': {'red': 28, 'green': 19, 'blue': 14, 'alpha': None}, 'score': 0.03575974330306053, 'pixelFraction': 0.8087550401687622}, {'color': {'red': 31, 'green': 128, 'blue': 171, 'alpha': None}, 'score': 0.0014011344173923135, 'pixelFraction': 0.0008032128680497408}, {'color': {'red': 104, 'green': 82, 'blue': 57, 'alpha': None}, 'score': 0.07669926434755325, 'pixelFraction': 0.009236947633326054}, {'color': {'red': 141, 'green': 115, 'blue': 87, 'alpha': None}, 'score': 0.07507266104221344, 'pixelFraction': 0.00546184740960598}, {'color': {'red': 71, 'green': 39, 'blue': 21, 'alpha': None}, 'score': 0.059252116829156876, 'pixelFraction': 0.003373493906110525}, {'color': {'red': 109, 'green': 74, 'blue': 33, 'alpha': None}, 'score': 0.05512797087430954, 'pixelFraction': 0.001365461852401495}, {'color': {'red': 146, 'green': 107, 'blue': 91, 'alpha': None}, 'score': 0.05254887416958809, 'pixelFraction': 0.0024899598211050034}]",46516,desktop_background_image,"{'red': 114, 'green': 73, 'blue': 55, 'alpha': None}",[114  73  55]
"[{'color': {'red': 19, 'green': 14, 'blue': 17, 'alpha': None}, 'score': 0.16277576982975006, 'pixelFraction': 0.17025309801101685}, {'color': {'red': 138, 'green': 117, 'blue': 97, 'alpha': None}, 'score': 0.11185591667890549, 'pixelFraction': 0.08408380299806595}, {'color': {'red': 251, 'green': 240, 'blue': 215, 'alpha': None}, 'score': 0.016931384801864624, 'pixelFraction': 0.011185894720256329}, {'color': {'red': 99, 'green': 81, 'blue': 62, 'alpha': None}, 'score': 0.10486085712909698, 'pixelFraction': 0.08920276910066605}, {'color': {'red': 166, 'green': 142, 'blue': 120, 'alpha': None}, 'score': 0.09678124636411667, 'pixelFraction': 0.07394065707921982}, {'color': {'red': 65, 'green': 51, 'blue': 31, 'alpha': None}, 'score': 0.0789397805929184, 'pixelFraction': 0.05725661292672157}, {'color': {'red': 129, 'green': 118, 'blue': 112, 'alpha': None}, 'score': 0.0593261681497097, 'pixelFraction': 0.057446204125881195}, {'color': {'red': 73, 'green': 43, 'blue': 28, 'alpha': None}, 'score': 0.056704163551330566, 'pixelFraction': 0.0725187212228775}, {'color': {'red': 57, 'green': 49, 'blue': 46, 'alpha': None}, 'score': 0.04965199902653694, 'pixelFraction': 0.049293771386146545}, {'color': {'red': 93, 'green': 84, 'blue': 79, 'alpha': None}, 'score': 0.04332757741212845, 'pixelFraction': 0.04417480155825615}]",46516,video_thumbnail,"{'red': 19, 'green': 14, 'blue': 17, 'alpha': None}",[19 14 17]
